player_id,inducted,g,ab,r,h,x2b,x3b,hr,rbi,sb,cs,bb,so,last_year
lakemal01,0,239,646,40,131,17,5,15,66,0,0,36,137,1954
lakest01,0,476,1125,89,267,41,5,18,108,1,0,43,159,1993
lamarbi01,0,550,2040,303,633,114,23,19,245,25,27,86,78,1927
lampde01,0,639,201,6,33,3,0,0,7,0,0,6,37,1992
lampkto01,0,777,1796,224,422,78,8,56,236,23,17,193,286,2002
landiji01,0,1346,4288,625,1061,169,50,93,467,139,51,588,767,1967
landrdo01,0,456,1160,151,272,36,8,12,75,36,14,104,200,1966
landrho01,0,772,1929,179,450,69,5,34,203,5,12,253,188,1963
landrke01,0,1264,4101,522,1099,180,45,91,479,145,60,299,421,1987
langdo01,0,138,373,35,100,17,2,5,42,2,0,49,45,1948
langfri01,0,265,6,3,1,1,0,0,0,0,0,0,2,1986
langsma01,0,459,92,5,14,3,0,0,5,0,0,2,38,1999
lanieha01,0,1196,3703,297,843,111,20,8,273,11,11,136,436,1973
laniema01,0,328,535,46,99,4,1,0,27,0,0,23,45,1953
lannijo01,0,278,322,17,47,11,0,1,17,0,0,11,67,1947
lansfca01,0,1862,7158,1007,2074,332,40,151,874,224,104,553,719,1992
lapoida01,0,294,251,13,26,1,0,0,15,0,0,16,82,1991
laporfr01,0,1194,4212,501,1185,198,79,15,560,101,0,288,85,1915
larkiba01,1,2180,7937,1329,2340,441,76,198,960,379,77,939,817,2004
larkihe01,0,1184,4718,925,1429,259,114,53,836,129,0,484,141,1893
larocda01,0,649,61,7,15,3,0,0,2,0,0,7,13,1983
larsedo01,0,480,596,65,144,25,5,14,72,0,3,43,138,1967
larusto01,1,132,176,15,35,5,2,0,7,0,0,23,37,1973
laryfr01,0,362,734,68,130,12,6,6,54,0,2,39,211,1965
laryly01,0,1302,4603,805,1239,247,56,38,526,162,49,705,470,1940
lathaar01,0,1627,6822,1478,1833,245,85,27,563,739,0,588,239,1909
lathaju01,0,334,1431,209,353,35,17,0,101,6,0,35,12,1884
latmaba01,0,344,332,24,48,6,2,2,25,0,0,18,90,1967
lauch01,0,527,1170,105,298,63,9,16,140,3,1,109,150,1967
lavagco01,0,1043,3509,487,945,183,37,40,486,63,0,485,244,1947
lavalmi01,0,879,2473,185,663,109,5,18,294,5,15,321,244,1995
lavando01,0,1163,3891,338,954,134,45,7,377,71,56,209,376,1924
lavelga01,0,745,111,5,9,2,0,0,4,0,1,3,52,1987
lawsoro01,0,209,283,26,49,5,3,0,17,0,0,12,57,1940
lawva01,0,1212,3802,453,972,193,26,71,442,34,26,408,602,1991
lawve01,0,516,883,96,191,35,7,11,90,1,0,41,179,1967
lazzeto01,1,1740,6297,986,1840,334,115,178,1191,148,79,869,864,1939
leachfr01,0,991,3733,543,1147,196,53,72,509,32,4,163,189,1932
leachri01,0,799,1719,205,460,100,10,18,183,8,8,176,217,1990
leachte01,0,376,72,4,7,2,0,0,3,0,0,5,39,1993
leachto01,0,2156,7959,1355,2143,266,172,63,810,361,14,820,278,1918
learyti01,0,293,163,9,36,6,0,1,19,1,1,5,57,1994
leboube01,0,280,788,100,217,27,11,11,69,15,15,79,125,1929
leebi02,0,467,980,59,165,15,2,5,71,1,0,42,177,1947
leebi03,0,419,197,12,41,3,1,2,10,0,0,1,63,1982
leedo01,0,244,226,12,37,6,0,1,13,0,0,6,80,1966
leema02,0,922,2693,304,686,88,20,19,249,31,20,201,531,1995
leeth01,0,375,835,63,167,24,4,4,66,0,0,27,208,1948
leevesa01,0,389,993,90,183,17,14,2,78,4,0,49,8,1910
leffecr01,0,697,132,4,16,2,0,1,3,0,0,1,64,1994
lehmake01,0,138,56,5,9,2,0,0,5,0,0,6,7,1961
leibeha01,0,813,2805,410,808,137,24,101,518,5,0,274,319,1942
leibone01,0,1268,4167,638,1109,145,49,3,284,134,60,571,335,1925
leibrch01,0,394,267,7,32,3,2,0,14,0,0,13,72,1993
leifile01,0,298,611,46,107,11,9,0,30,5,0,48,63,1920
leipeda01,0,264,4,0,1,0,0,0,1,0,0,0,2,1996
leitema01,0,335,188,8,21,1,0,0,14,0,0,9,102,2001
leiussc01,0,557,1536,214,375,63,10,28,172,16,15,161,236,1999
lemasde01,0,357,552,25,72,7,1,4,36,0,0,32,192,1972
lemasjo01,0,1039,3191,320,709,109,19,22,229,94,51,241,564,1987
lemkema01,0,1069,3230,349,795,125,15,32,270,11,19,348,341,1998
lemonbo01,1,615,1183,148,274,54,9,37,147,2,1,93,241,1958
lemonch01,0,1988,6868,973,1875,396,61,215,884,58,76,749,1024,1990
lemonji01,0,1010,3445,446,901,121,35,164,529,13,18,363,787,1963
lennoed01,0,448,1383,138,379,70,25,18,185,38,0,174,99,1915
leonaan01,0,501,2395,481,716,85,28,4,346,52,25,31,52,1880
leonade01,0,313,0,0,0,0,0,0,0,0,0,0,0,1986
leonadu01,0,331,715,47,124,16,2,0,46,0,0,58,132,1925
leonadu02,0,640,1054,53,177,18,4,0,69,1,0,20,183,1953
leonaje01,0,1415,5045,614,1342,223,37,144,723,163,61,342,1000,1990
lepcite01,0,729,2092,233,512,91,11,69,251,11,15,209,471,1961
lerchra01,0,262,267,27,55,12,1,4,23,0,1,19,44,1986
leslisa01,0,822,2460,311,749,123,28,36,389,14,0,216,118,1938
levisje01,0,319,654,66,167,23,1,3,60,2,0,76,66,2001
lewisbu01,0,1349,5261,830,1563,249,93,71,607,83,59,573,303,1949
lewisda01,0,1354,4081,607,1021,137,37,27,342,247,107,403,514,2002
lewisdu01,0,1459,5351,612,1518,289,68,38,793,113,47,352,353,1921
lewisma01,0,902,2795,320,736,155,13,48,306,29,18,196,511,2001
leyriji01,0,903,2527,325,667,107,2,90,387,7,7,337,581,2000
lezcasi01,0,1291,4134,560,1122,184,34,148,591,37,31,576,768,1985
lillibo01,0,817,2328,198,549,68,9,3,137,23,25,99,116,1967
lindbpa01,0,657,133,6,26,6,0,1,6,0,0,2,35,1978
lindejo01,0,854,2795,401,762,124,48,72,404,17,13,289,366,1954
lindsfr01,1,1438,5611,895,1747,301,81,103,779,84,10,334,276,1936
lindsji01,0,177,97,6,18,1,1,0,6,0,0,1,23,1937
linzyfr01,0,516,121,5,18,0,1,1,3,0,0,3,42,1974
liponjo01,0,758,2661,351,690,95,24,10,266,28,25,347,152,1954
liriane01,0,823,2216,296,576,105,27,25,240,59,30,212,300,1998
lisenho01,0,207,301,16,51,3,1,0,17,0,0,18,98,1945
littema01,0,316,34,1,2,0,0,0,3,0,0,2,18,1982
litwhda01,0,1057,3494,428,982,162,32,107,451,11,0,299,377,1951
livinmi01,0,561,1490,128,354,56,9,19,153,7,0,144,141,1951
livinpa01,0,206,574,48,120,17,12,0,45,9,0,41,1,1917
loberha01,0,1317,4563,640,1252,159,82,32,482,316,15,395,156,1917
lockebo01,0,168,98,12,25,2,0,1,12,0,0,9,22,1968
lockebo02,0,576,95,5,7,0,0,0,0,1,0,7,61,1975
lockmwh01,0,1666,5940,836,1658,222,49,114,563,43,27,552,383,1960
lockwsk01,0,468,260,15,40,4,0,3,11,0,2,18,66,1980
loesbi01,0,317,347,14,38,2,1,0,11,1,1,15,96,1961
loganbo01,0,57,65,3,13,2,1,0,7,0,0,2,10,1945
loganjo01,0,1503,5244,651,1407,216,41,93,547,19,13,451,472,1963
lohrmbi01,0,202,321,23,49,8,2,2,23,1,0,15,95,1944
lolicmi01,0,592,821,63,90,5,2,0,31,1,1,105,362,1979
lollash01,0,1752,5351,623,1415,244,14,155,808,20,10,671,453,1963
lombaer01,1,1853,5855,601,1792,277,27,190,990,8,0,430,262,1947
lonboji01,0,426,770,41,105,17,2,3,43,1,2,51,330,1979
longda02,0,1013,3020,384,805,135,33,132,467,10,3,353,460,1963
longhe01,0,1874,7674,1455,2127,342,97,91,1055,534,0,612,261,1904
lopated01,0,357,887,87,187,26,5,5,77,0,1,73,92,1955
lopatst01,0,853,2601,375,661,116,25,116,397,18,11,393,497,1960
lopesda01,0,1812,6354,1023,1671,232,50,155,614,557,114,833,852,1987
lopezal01,1,1950,5916,613,1547,206,43,51,652,46,1,556,538,1947
lopezau01,0,459,24,0,3,0,0,0,0,0,0,0,13,1987
lopezhe01,0,1450,4644,623,1251,193,37,136,591,16,23,418,696,1966
lopezma01,0,215,181,26,31,4,0,1,6,1,1,12,80,1972
loudeba01,0,603,1942,267,507,61,22,12,202,112,0,254,162,1916
lovetto01,0,166,574,75,106,8,6,4,69,12,0,29,88,1894
lovulto01,0,303,737,80,165,35,1,15,60,9,8,80,121,1999
lowdegr01,0,122,191,7,25,6,1,0,6,1,0,7,66,1920
lowebo01,0,1818,7064,1131,1929,230,85,71,984,302,0,473,214,1907
lowenjo01,0,1368,3476,510,881,137,18,116,441,128,78,446,596,1985
lowntu01,0,506,214,13,35,4,2,1,10,0,0,13,48,1962
lowrepe01,0,1401,4317,564,1177,186,45,37,479,48,3,403,226,1955
lucadjo01,0,239,686,95,181,36,7,5,60,6,3,93,56,1947
lucasre01,0,907,1439,155,404,61,13,3,190,2,0,124,133,1938
luderfr01,0,1346,4851,570,1344,251,54,84,642,55,8,414,421,1920
luebbst01,0,67,19,0,1,0,0,0,0,0,0,0,7,1981
luffhe01,0,106,450,42,111,18,7,2,27,3,3,7,5,1884
lummi01,0,1517,3554,404,877,128,20,90,431,13,29,366,506,1981
lumpeje01,0,1371,4912,620,1314,190,52,47,454,20,15,428,411,1967
lunddo01,0,281,753,91,181,36,8,15,86,5,4,65,113,1954
luquedo01,0,559,1043,96,237,31,10,5,90,7,4,70,114,1935
lushbi01,0,489,1722,294,429,49,35,8,152,84,0,291,50,1904
luzingr01,0,1821,6505,880,1795,344,24,307,1128,37,31,845,1495,1984
lylesp01,0,899,78,8,15,2,0,0,4,1,0,5,26,1982
lynchja01,0,226,792,75,137,20,5,0,28,7,0,51,8,1890
lynchje01,0,1184,2879,364,798,123,34,115,470,12,17,224,416,1966
lynnfr01,0,1969,6925,1063,1960,388,43,306,1111,72,54,857,1116,1990
lyonsba01,0,253,628,53,150,26,2,15,89,0,1,29,92,1995
lyonsde01,0,1121,4294,932,1333,244,69,62,755,224,0,621,213,1897
lyonste01,1,705,1563,162,364,49,9,5,149,0,1,73,201,1946
macfada01,0,470,910,66,129,22,4,1,47,1,1,41,309,1943
macfami01,0,1164,3602,458,906,221,17,129,514,12,16,295,700,1999
mackco01,1,723,2695,391,659,79,28,5,265,127,0,169,127,1896
mackde01,0,373,1505,309,343,42,10,1,103,31,7,93,40,1883
mackra01,0,791,2707,273,629,113,24,34,278,35,17,261,365,1947
macksh01,0,923,2857,436,853,155,28,80,398,90,43,256,509,1998
maconma01,0,226,502,54,133,17,4,3,46,9,0,16,32,1947
maddoel01,0,1029,2843,360,742,121,16,18,234,60,54,409,358,1980
maddoga01,0,1749,6331,777,1802,337,62,117,754,248,92,323,781,1986
maddugr01,1,759,1591,103,272,35,2,5,84,11,3,34,419,2008
maddumi01,0,473,92,4,6,1,0,0,4,0,0,6,34,2000
madlobi01,0,1806,6594,920,2008,348,34,163,860,174,90,605,510,1987
magadda01,0,1582,4159,516,1197,218,13,42,495,11,11,718,546,2001
mageesh01,0,2087,7441,1112,2169,425,166,83,1176,441,12,736,359,1919
maglisa01,0,304,563,29,76,5,1,2,29,1,0,20,180,1958
magnami01,0,484,6,0,2,0,0,0,1,0,0,0,2,2002
magrajo01,0,196,280,19,39,9,0,4,13,0,0,13,99,1996
maguifr01,0,618,2120,226,545,90,22,1,163,23,0,82,131,1931
mahafro01,0,224,396,28,73,9,1,4,33,0,0,14,139,1936
mahlemi01,0,122,90,7,13,2,1,0,4,0,0,4,19,1986
mahleri01,0,394,581,40,104,17,0,1,37,0,1,20,117,1991
mailsdu01,0,104,165,14,22,6,1,0,8,0,1,16,73,1926
maisege01,0,168,500,67,141,10,3,0,50,18,10,20,24,1922
majesha01,0,1069,3421,404,956,181,27,57,501,10,11,299,260,1955
malarjo01,0,82,207,19,35,8,2,1,18,1,0,14,16,1903
maldoca01,0,1410,4106,498,1042,227,17,146,618,34,33,391,864,1995
malonfe01,0,220,1052,200,288,32,7,1,160,17,5,32,19,1884
malonji01,0,321,628,51,126,21,4,7,53,2,2,33,139,1971
malonpa02,0,357,688,58,129,11,0,9,61,0,1,24,149,1937
malzofr01,0,1441,5428,647,1486,239,21,133,728,14,14,337,434,1966
mamaual01,0,254,422,39,77,12,2,1,29,0,4,27,90,1924
mancugu01,0,1460,4505,386,1194,197,16,53,543,8,0,418,264,1945
mangule01,0,85,75,7,15,0,1,0,3,0,0,4,8,1935
maniocl01,0,477,1145,96,250,25,3,3,112,5,3,118,102,1934
mannija01,0,834,3510,563,924,172,37,14,361,30,5,181,195,1886
manniri01,0,1555,5248,664,1349,189,43,56,458,168,78,471,616,1987
mannle01,0,1498,4716,677,1332,203,106,44,503,129,21,324,464,1928
manrifr01,0,498,1337,151,340,59,11,20,151,18,14,65,239,1991
mantife01,0,969,2707,360,707,97,10,89,330,27,10,256,352,1966
mantlmi01,1,2401,8102,1677,2415,344,72,536,1509,153,38,1733,1710,1968
mantoje01,0,289,713,97,164,35,2,31,97,3,6,97,182,2000
manushe01,1,2008,7654,1287,2524,491,160,110,1183,114,58,506,345,1939
manwaki01,0,1008,2982,248,733,111,20,21,278,10,19,243,505,1999
maranra01,1,2670,10078,1255,2605,380,177,28,884,291,93,839,756,1935
marbefi01,0,551,668,60,128,21,3,1,65,2,1,22,111,1936
marchph01,0,185,405,21,58,7,1,1,26,0,1,27,110,1950
maricju01,1,475,1221,73,202,29,2,4,75,2,5,38,269,1975
marioma01,0,1572,5506,602,1448,272,37,36,624,35,2,470,537,1953
marisro01,0,1463,5101,826,1325,195,42,275,851,21,9,652,733,1968
marklcl01,0,56,69,2,6,2,0,0,2,0,0,5,22,1924
marquru01,1,536,1107,63,198,17,3,1,64,6,1,33,191,1925
marriwi01,0,265,826,86,220,27,14,4,95,16,10,57,55,1927
marshmi01,0,725,179,11,35,1,0,1,16,0,0,17,33,1981
marshmi02,0,1035,3593,433,971,173,8,148,530,26,33,247,810,1991
marshwi01,0,1246,4233,583,1160,163,39,130,604,14,4,458,219,1955
martiba01,0,69,206,13,44,6,2,2,18,0,1,13,27,1953
martibi02,0,1021,3419,425,877,137,28,64,333,34,29,188,355,1961
martibu01,0,1049,2743,245,618,128,10,58,321,5,10,230,419,1986
martida01,0,1919,5795,795,1599,238,72,91,580,183,94,567,893,2001
martide01,0,695,520,25,74,12,0,0,33,1,0,15,168,1998
martijc01,0,908,2189,189,487,82,12,32,230,9,8,201,299,1972
martije01,0,1018,2652,337,666,130,17,85,345,38,23,207,574,1984
martima01,0,436,945,97,230,19,11,0,57,7,8,70,107,1972
martimo01,0,250,165,15,28,2,0,0,7,0,0,4,45,1959
martipe01,0,1189,4117,754,1227,270,75,59,501,146,0,369,438,1944
martipe02,1,477,434,22,43,6,2,0,18,0,0,15,190,2009
martira02,0,305,596,33,91,12,1,1,33,0,2,7,200,2001
martite01,0,657,1480,165,355,50,16,7,108,29,20,55,213,1979
martiti01,0,548,0,0,0,0,0,0,0,0,0,0,0,1988
marzajo01,0,301,794,79,191,45,2,11,72,0,2,39,138,1998
masiph01,0,1229,3468,420,917,164,31,47,417,45,1,410,311,1952
masonro01,0,232,56,2,4,0,0,0,0,0,0,3,28,1994
mastewa02,0,402,486,37,68,9,2,0,26,1,1,34,221,1956
mathebo01,0,623,2487,318,504,47,9,1,162,8,5,73,58,1887
mathech01,1,646,1684,151,362,50,12,7,165,20,1,116,74,1916
matheed01,1,2391,8537,1509,2315,354,72,512,1453,68,39,1444,1487,1968
matlajo01,0,362,441,32,57,3,0,0,23,0,0,57,217,1983
matthga01,0,2033,7147,1083,2011,319,51,234,978,183,74,940,1125,1987
mattido01,0,1785,7003,1007,2153,442,20,222,1099,14,9,588,444,1995
mauchge01,0,304,737,93,176,25,7,5,62,6,0,104,82,1957
maulal01,0,410,1376,193,331,45,30,7,179,44,0,182,170,1901
maxvida01,0,1423,3443,302,748,79,24,6,252,7,11,370,538,1975
maxwech01,0,1133,3245,478,856,110,26,148,532,18,7,484,545,1964
maybejo01,0,1620,5447,733,1379,211,19,255,879,20,17,881,810,1982
mayca01,0,1165,4120,545,1127,172,23,90,536,85,53,512,565,1977
mayda01,0,1252,3670,462,920,130,20,96,422,60,47,344,501,1978
mayde01,0,797,2200,244,596,103,10,52,310,30,12,156,254,1999
mayele01,0,1288,4048,533,1109,190,39,94,419,59,34,282,481,1971
mayja01,0,410,468,33,80,10,5,2,24,0,0,28,120,1932
mayje01,0,556,1527,120,357,63,10,15,130,1,2,157,293,1973
mayle01,0,2071,7609,959,2031,340,31,354,1244,39,35,487,1570,1982
maymi01,0,1192,3693,313,971,147,11,77,443,4,13,305,361,1984
mayoed01,0,834,3013,350,759,119,16,26,287,29,38,257,175,1948
mayru01,0,536,341,12,42,9,0,0,14,0,0,22,164,1983
maysca01,0,502,1085,113,291,32,21,5,110,1,1,66,116,1929
mayswi01,1,2992,10881,2062,3283,523,140,660,1903,338,103,1464,1526,1973
mazerbi01,1,2163,7755,769,2016,294,62,138,853,27,23,447,706,1972
mazzile01,0,1475,4124,571,1068,191,24,93,460,197,90,642,627,1989
mcaleji01,0,1020,3977,619,1007,114,39,12,469,262,0,365,290,1907
mcauldi01,0,1763,6185,888,1530,231,71,197,697,63,59,882,974,1975
mcaulik01,0,64,179,14,44,8,2,0,13,1,0,11,28,1925
mcbeaal01,0,425,264,21,52,4,2,3,25,0,0,6,106,1970
mcbriba01,0,1071,3853,548,1153,167,55,63,430,183,63,248,457,1983
mcbrige01,0,1659,5526,516,1203,140,47,7,447,133,19,419,271,1920
mccalwi01,0,134,48,2,7,0,0,0,1,0,0,3,13,1957
mccarja01,0,1091,4195,550,1203,171,66,7,474,145,0,268,13,1907
mccarjo03,0,542,1557,182,432,72,16,25,209,8,0,90,114,1948
mccarti01,0,1909,5529,590,1501,242,57,97,645,61,49,548,422,1980
mccarto01,1,1275,5128,1069,1496,192,53,44,735,468,0,537,163,1896
mccaski01,0,381,0,0,0,0,0,0,0,0,0,0,0,1996
mccaupa01,0,37,119,14,23,3,0,3,12,3,0,7,9,1903
mcclebi01,0,792,3197,533,773,129,33,6,304,132,0,274,95,1888
mcclobi01,0,20,70,1,10,0,0,0,4,0,1,1,2,1884
mcclubo01,0,699,9,1,2,0,0,0,0,0,0,0,1,1993
mccorba01,0,989,3645,433,867,110,42,15,417,130,0,280,30,1904
mccorfr01,0,1534,5723,722,1711,334,26,128,951,27,0,399,189,1948
mccorji01,0,534,2082,246,491,66,22,4,178,10,0,22,127,1887
mccormi02,0,748,2325,302,640,100,29,14,215,16,3,188,173,1951
mccormi03,0,487,738,54,115,12,1,7,39,0,2,40,275,1971
mccormo01,0,418,1247,165,356,62,26,6,133,30,0,92,22,1913
mccosba01,0,1170,4172,664,1301,214,71,24,397,58,31,497,261,1953
mccovwi01,1,2588,8197,1229,2211,353,46,521,1555,26,22,1345,1550,1980
mccrale01,0,38,74,2,9,2,0,0,5,0,1,0,20,1950
mccrato01,0,1468,3956,484,972,150,42,75,404,143,68,332,544,1975
mcculcl01,0,1098,3121,308,785,121,28,52,339,27,1,265,398,1956
mccurha01,0,543,1157,148,326,71,12,9,148,12,9,129,108,1934
mcdanli01,0,988,378,19,56,11,0,3,17,0,0,8,159,1975
mcdermi03,0,443,619,71,156,29,2,9,74,1,2,52,112,1961
mcdougi01,0,1336,4676,697,1291,187,51,112,576,45,44,559,623,1960
mcdousa01,0,6,16,0,2,0,0,0,1,0,0,0,0,1905
mcdowja01,0,277,0,0,0,0,0,0,0,0,0,0,0,1999
mcdowod01,0,830,2829,458,715,125,28,74,266,169,53,294,550,1994
mcdowro01,0,725,72,6,16,5,0,0,6,0,0,5,28,1996
mcdowsa01,0,429,774,34,119,7,2,2,36,0,1,16,306,1975
mcelrch01,0,655,42,4,9,3,1,0,4,0,1,0,13,2001
mcfared01,0,894,3007,398,826,146,49,13,383,65,0,254,19,1908
mcfetja01,0,15,38,4,9,2,1,0,9,0,0,2,1,1903
mcgafan01,0,365,126,1,6,3,0,0,5,0,1,6,80,1991
mcganda01,0,1436,5222,842,1482,181,100,42,727,282,0,429,10,1908
mcgarch01,0,826,3253,537,872,116,28,9,388,267,0,183,157,1896
mcgeami01,0,547,2481,484,684,56,13,0,236,65,24,26,60,1882
mcgeewi01,0,2201,7649,1010,2254,350,94,79,856,352,121,448,1238,1999
mcginjo01,1,477,1297,109,251,21,10,0,90,26,0,34,0,1908
mcgloly01,0,320,456,30,79,17,0,0,25,0,0,11,103,1982
mcgowbe01,0,375,1208,174,316,58,16,6,108,17,11,154,122,1937
mcgrabo01,0,168,174,12,24,3,4,1,15,1,0,6,70,1929
mcgrajo01,1,1099,3924,1024,1309,121,70,13,462,436,0,836,74,1906
mcgratu01,0,826,214,14,39,7,0,1,18,0,0,10,57,1984
mcgresc01,0,357,0,0,0,0,0,0,0,0,0,0,0,1988
mcguide01,0,1781,6290,770,1748,300,79,45,840,117,0,515,214,1912
mcgwima01,0,1874,6187,1167,1626,252,6,583,1414,12,8,1317,1596,2001
mcinnst01,0,2128,7822,872,2405,312,101,20,1063,172,59,380,189,1927
mcintma01,0,1072,3958,562,1066,140,69,4,319,120,0,439,0,1912
mckeaed01,0,1654,6890,1227,2083,272,158,66,1124,323,0,635,157,1899
mckecbi01,1,846,2843,319,713,86,33,8,240,127,4,190,199,1920
mclaide01,0,285,616,32,82,5,2,1,31,1,0,25,244,1972
mcleala01,0,862,2647,183,694,90,26,6,298,20,0,136,79,1915
mclisca01,0,368,490,47,73,9,2,3,30,1,0,45,196,1964
mcmahdo02,0,874,168,8,23,4,0,0,9,0,0,10,87,1974
mcmanma01,0,1831,6660,1008,1926,401,88,120,999,126,91,675,558,1934
mcmilro01,0,2093,6752,739,1639,253,35,68,594,41,36,665,711,1966
mcmulke01,0,1583,5131,568,1273,172,26,156,606,20,19,510,815,1977
mcmurcr01,0,218,153,9,15,0,1,0,4,2,0,6,84,1995
mcnaier01,0,1251,4519,592,1240,229,29,82,633,59,54,261,328,1942
mcnalda01,0,425,731,49,97,23,0,9,43,0,0,58,340,1975
mcnalmi01,0,492,1078,169,257,16,6,1,85,40,19,92,97,1925
mcnerje01,0,590,1423,129,337,51,6,27,163,3,5,119,199,1973
mcphebi01,1,2135,8291,1678,2250,303,188,53,1067,568,0,981,229,1899
mcquige01,0,273,469,23,55,6,1,0,20,2,0,34,85,1918
mcquige02,0,1550,5747,832,1588,315,64,135,794,32,31,712,634,1948
mcquigl01,0,210,643,82,176,24,16,4,75,1,5,34,49,1947
mcquihu01,0,301,527,45,103,18,6,2,37,1,1,15,134,1927
mcraebr01,0,1354,5114,734,1336,264,58,103,532,196,86,488,824,1999
mcraeha01,0,2084,7218,940,2091,484,66,191,1097,109,78,648,779,1987
mcreyke01,0,1502,5423,727,1439,284,35,211,807,93,32,522,707,1994
mcsortr01,0,43,146,19,34,5,0,0,3,3,0,5,4,1886
mcweedo01,0,206,288,18,30,3,0,0,6,1,0,31,126,1930
mcwilla01,0,380,446,26,60,6,2,0,15,1,2,12,193,1990
meachru01,0,218,0,0,0,0,0,0,0,0,0,0,0,2001
meadole01,0,498,1117,80,201,21,10,5,75,0,1,34,272,1929
medicdo01,0,314,54,3,5,0,0,0,1,0,0,4,22,1982
medwijo01,1,1984,7635,1198,2471,540,113,205,1383,42,0,437,551,1948
meekijo01,0,339,1098,163,267,30,24,15,131,16,0,69,87,1900
meinehe01,0,165,341,21,49,9,1,0,17,0,0,13,60,1934
mejiaro01,0,627,1768,212,449,57,12,54,202,22,12,89,238,1964
melesa01,0,1046,3437,406,916,168,39,80,544,15,14,311,342,1956
melilsk01,0,1377,5063,590,1316,210,64,22,548,69,65,327,306,1937
meltobi01,0,1144,3971,496,1004,162,9,160,591,23,24,479,669,1977
melvibo01,0,692,1955,174,456,85,6,35,212,4,13,98,396,1994
menefjo01,0,221,685,74,152,16,7,0,57,14,0,52,15,1903
menkede01,0,1598,5071,605,1270,225,40,101,606,34,54,698,853,1974
menosmi01,0,810,2465,382,685,98,38,18,252,90,36,295,290,1923
merklfr01,0,1638,5782,720,1580,290,82,61,733,272,20,454,583,1926
merriji01,0,298,397,21,56,8,1,4,20,0,1,28,178,1975
mertesa01,0,1190,4405,695,1227,188,108,40,721,396,0,422,10,1906
messean01,0,353,729,49,124,30,0,5,54,1,0,46,212,1979
metkoca01,0,1055,3585,476,934,167,36,47,373,61,28,307,359,1954
metzgro01,0,1219,4201,453,972,101,71,5,254,83,36,355,449,1980
meulehe01,0,182,496,67,109,17,2,15,53,4,3,42,165,1998
meusebo01,0,1407,5475,826,1693,368,95,156,1068,142,102,375,619,1930
meuseir01,0,1289,4900,701,1521,250,93,106,819,113,53,269,199,1927
meyerbe01,0,310,1041,146,276,29,17,7,84,46,0,158,117,1925
meyerda01,0,1118,3734,411,944,153,31,86,459,61,29,219,277,1985
meyerdu01,0,286,994,113,262,49,12,10,93,5,7,82,75,1946
meyerle01,0,307,1443,306,513,86,31,10,279,19,3,10,14,1884
meyerru01,0,319,484,26,55,6,2,1,25,0,0,22,146,1959
michaca01,0,1288,4367,508,1142,147,46,53,501,64,32,566,406,1954
michage01,0,973,2806,249,642,86,12,15,226,22,18,234,421,1975
miksied01,0,1042,3053,383,722,95,17,44,228,52,22,215,313,1958
milancl01,0,1982,7359,1004,2100,240,105,17,617,495,78,685,197,1922
milbola01,0,989,2448,290,623,71,24,11,184,41,33,133,176,1984
miljujo01,0,128,153,14,34,6,2,0,12,0,2,2,35,1929
millafe01,0,1480,5791,699,1617,229,38,22,403,67,43,318,242,1977
millebi02,0,1820,6212,946,1934,389,96,116,992,127,82,383,340,1936
millebo02,0,261,223,21,41,4,0,2,15,0,0,7,64,1958
millebo03,0,90,41,3,6,2,0,0,2,0,0,1,7,1962
millebo04,0,707,299,8,33,1,2,0,8,0,0,14,125,1974
milledo01,0,1317,5167,839,1380,192,57,33,567,260,0,467,129,1896
milledo02,0,1589,5805,711,1526,232,108,32,715,177,30,391,454,1921
milledu01,0,655,2557,444,769,139,50,22,421,206,0,174,75,1899
milleed03,0,1510,5337,539,1270,263,28,97,640,64,0,351,465,1950
milleel01,0,413,1414,170,343,43,20,16,151,29,6,113,140,1922
millefr02,0,164,325,11,38,6,1,0,13,0,0,7,70,1923
milleha01,0,349,1200,164,387,65,11,38,205,10,9,64,103,1925
milleja02,0,204,368,26,63,2,2,0,13,3,1,2,104,1933
milleno01,0,540,1364,166,325,68,10,24,159,16,10,160,265,1974
milleot01,0,927,2836,229,695,97,33,5,231,40,6,104,301,1922
milleri01,0,1482,3887,552,1046,161,35,28,369,78,65,454,583,1985
millest01,0,716,369,28,49,8,1,0,20,1,2,30,89,1968
millijo01,0,772,2964,440,848,189,50,49,497,41,0,210,134,1893
millsal01,0,474,5,0,0,0,0,0,1,0,0,1,3,2001
millsbu01,0,415,1379,200,396,62,19,14,163,23,21,131,137,1946
milnaal01,0,208,390,41,79,15,2,4,29,1,0,15,107,1946
milnejo01,0,1215,3436,455,855,140,16,131,498,31,22,504,473,1982
minchdo01,0,1400,4026,530,1003,176,16,200,643,24,32,606,668,1972
mingost01,0,386,12,0,2,0,0,0,0,0,0,0,4,1979
minnepa01,0,265,447,46,98,19,4,6,43,0,0,33,101,1956
minosmi01,0,1835,6579,1136,1963,336,83,186,1023,205,130,814,584,1980
mintogr01,0,712,103,10,15,3,0,1,6,0,0,8,40,1990
mirabpa01,0,298,0,0,0,0,0,0,0,0,0,0,0,1990
mitchcl01,0,650,1287,138,324,41,10,7,133,9,1,72,92,1932
mitchda01,0,1127,3984,555,1244,169,61,41,403,45,47,346,119,1956
mitchfr01,0,201,572,55,120,16,7,0,52,8,0,22,2,1913
