player_id,inducted,g,ab,r,h,x2b,x3b,hr,rbi,sb,cs,bb,so,last_year
aaronha01,1,3298,12364,2174,3771,624,98,755,2297,240,73,1402,1383,1976
aaronto01,0,437,944,102,216,42,6,13,94,9,8,86,145,1971
aasedo01,0,448,5,0,0,0,0,0,0,0,0,0,3,1990
abbated01,0,855,3044,355,772,99,43,11,324,142,0,289,16,1910
abbotgl01,0,248,0,0,0,0,0,0,0,0,0,0,0,1984
abbotji01,0,263,21,0,2,0,0,0,3,0,0,0,10,1999
abernte02,0,681,181,12,25,3,0,0,9,0,0,6,74,1972
ackerji01,0,467,54,2,9,1,0,0,1,0,0,2,32,1992
adairje01,0,1165,4019,378,1022,163,19,57,366,29,29,208,499,1970
adamsba01,0,482,1019,79,216,31,15,3,75,1,1,53,177,1926
adamsbe01,0,267,678,37,137,17,4,2,45,9,0,23,79,1919
adamsbo03,0,1281,4019,591,1082,188,49,37,303,67,30,414,447,1959
adamssp01,0,1424,5557,844,1588,249,48,9,394,154,50,453,223,1934
adcocjo01,0,1959,6606,823,1832,295,35,336,1122,20,25,594,1059,1966
ageeto01,0,1129,3912,558,999,170,27,130,433,167,81,342,918,1973
agostju01,0,543,20,0,2,0,0,0,0,0,0,1,7,1993
aguaylu01,0,568,1104,142,260,43,10,37,109,7,5,94,220,1989
aguilri01,0,737,139,12,28,3,0,3,11,0,0,6,37,2000
aguirha01,0,447,388,14,33,7,1,0,21,1,0,14,236,1970
ainsmed01,0,1078,3048,299,707,108,54,22,317,86,16,263,315,1924
akerja01,0,496,92,3,7,2,0,0,4,0,0,1,51,1974
aldremi01,0,930,2147,277,565,104,9,41,271,19,18,314,381,1996
aldresc01,0,229,1,0,0,0,0,0,0,0,0,0,1,2000
aldrivi01,0,248,581,46,133,14,4,2,60,2,0,10,41,1928
alexado01,0,562,265,19,44,8,0,0,17,0,0,9,77,1989
alexape01,1,703,1810,154,378,60,13,11,163,3,5,77,276,1930
alicelu01,0,1341,3971,551,1031,189,53,47,422,81,50,500,624,2002
allanan01,0,512,1486,145,357,48,4,16,140,23,18,87,223,1995
allenbe01,0,1139,3404,357,815,140,21,73,351,13,16,370,424,1973
allenbo01,0,606,2211,337,532,77,44,14,306,53,0,297,209,1900
allendi01,0,1749,6332,1099,1848,320,79,351,1119,133,52,894,1556,1977
allenet01,0,1281,4418,623,1325,255,45,47,501,84,4,223,310,1938
allenjo02,0,365,716,82,124,12,3,4,64,1,0,33,155,1944
allenne01,0,434,115,3,15,2,2,0,7,0,0,3,51,1989
alleyge01,0,1195,3927,442,999,140,44,55,342,63,30,300,622,1973
allisbo01,0,1541,5032,811,1281,216,53,256,796,84,50,795,1033,1970
allisdo01,0,318,1407,236,381,43,10,2,140,5,2,22,40,1883
almonbi01,0,1236,3330,390,846,138,25,36,296,128,60,250,636,1988
alomaro01,1,2379,9073,1508,2724,504,80,210,1134,474,114,1032,1140,2004
alomasa01,0,1481,4760,558,1168,126,19,13,282,227,80,302,482,1978
aloufe01,0,2082,7339,985,2101,359,49,206,852,107,67,423,706,1974
alouje01,0,1380,4345,448,1216,170,26,32,377,31,46,138,267,1979
alouma01,0,1667,5789,780,1777,236,50,31,427,156,80,311,377,1974
altroni01,0,230,550,52,97,9,1,2,27,5,1,29,0,1933
alvarlu01,0,463,1160,116,248,43,4,5,84,11,10,49,160,1977
amalfjo01,0,643,1715,248,418,67,19,9,123,19,26,185,224,1967
amarari01,0,727,1788,305,493,82,10,11,159,112,39,176,277,2000
amaroru01,0,940,2155,211,505,75,13,8,156,11,14,227,280,1969
amesre01,0,533,1014,52,143,10,7,3,63,5,1,61,204,1919
anderbr01,0,1834,6499,1062,1661,338,67,210,761,315,100,960,1190,2002
anderda02,0,873,2026,244,490,73,12,19,143,49,30,206,331,1992
anderfr01,0,180,312,17,41,6,1,0,12,0,0,10,98,1918
anderjo01,0,1635,6341,870,1841,328,124,49,976,338,0,310,55,1908
anderla02,0,699,38,4,5,0,0,0,0,0,0,3,15,1994
andrena01,0,128,240,8,35,5,0,0,16,0,0,23,66,1946
andujjo01,0,407,607,31,77,12,2,5,38,7,3,30,315,1988
ansonca01,1,2523,10277,1996,3418,581,142,97,2076,276,16,983,302,1897
antonjo02,0,403,679,56,121,12,3,15,59,1,0,26,175,1961
aparilu01,1,2601,10230,1335,2677,394,92,83,791,506,136,736,742,1973
applepe01,0,343,374,30,87,8,7,0,34,0,1,8,66,1945
applilu01,1,2422,8856,1319,2749,440,102,45,1116,179,108,1302,528,1950
aquinlu01,0,222,35,2,4,0,0,0,0,0,0,1,9,1995
archeji01,0,847,2646,246,660,106,34,16,296,36,6,124,241,1918
ariasal01,0,775,1773,203,470,84,6,18,196,10,5,181,211,2002
armasto01,0,1432,5164,614,1302,204,39,251,815,18,20,260,1201,1989
arnovmo01,0,590,2013,234,577,104,12,22,261,17,0,185,139,1946
arrigge01,0,195,179,10,27,6,1,1,11,0,0,9,59,1970
arroyfe01,0,121,0,0,0,0,0,0,0,0,0,0,0,1986
arundha01,0,16,60,10,11,0,0,0,1,0,0,6,1,1884
ashburi01,1,2189,8365,1322,2574,317,109,29,586,234,92,1198,571,1962
ashbyal01,0,1370,4123,397,1010,183,13,90,513,7,10,461,622,1989
asprobo01,0,1324,4369,386,1103,135,26,60,457,19,24,333,459,1971
assenpa01,0,884,36,3,3,1,0,0,0,0,0,5,12,1999
astrojo01,0,544,1579,163,401,51,10,13,156,6,6,177,124,1956
auerbri01,0,624,1407,167,309,56,5,9,86,36,21,127,198,1981
augusje01,0,279,0,0,0,0,0,0,0,0,0,0,0,1984
aukerel01,0,356,700,73,131,15,9,6,72,2,0,41,232,1942
austiji01,0,1580,5388,661,1328,174,76,13,390,244,43,592,363,1929
averiea01,1,1668,6353,1224,2019,401,128,238,1164,70,57,774,518,1941
avilabo01,0,1300,4620,725,1296,185,35,80,467,78,52,561,399,1959
ayalabe01,0,425,865,114,217,42,1,38,145,2,4,71,136,1985
azcuejo01,0,909,2828,201,712,94,9,50,304,5,12,207,344,1972
backmwa01,0,1102,3245,482,893,138,19,10,240,117,52,371,480,1993
baeched01,0,64,42,4,8,0,0,0,2,0,0,0,10,1937
bagbyji01,0,325,660,69,144,35,6,2,60,3,0,32,91,1923
bagbyji02,0,322,620,59,140,16,2,3,56,1,0,8,68,1947
bagweje01,1,2150,7797,1517,2314,488,32,449,1529,202,78,1401,1558,2005
bahnsst01,0,575,479,22,56,8,2,1,19,0,0,19,225,1982
bailebi01,0,209,366,23,71,4,1,0,15,3,0,20,38,1922
bailebo01,0,1931,6082,772,1564,234,43,189,773,85,83,852,1126,1978
baileco01,0,172,2,2,1,0,0,0,0,0,0,2,0,2002
baileed01,0,1212,3581,432,915,128,15,155,540,17,18,545,577,1966
bailesc01,0,343,0,0,0,0,0,0,0,0,0,0,0,1998
bailobo01,0,955,2937,339,775,107,23,9,222,90,36,187,164,1985
baineha01,0,2830,9908,1299,2866,488,49,384,1628,34,34,1062,1441,2001
bairdo01,0,584,52,2,5,1,0,1,4,0,0,0,23,1990
bakerbi01,0,263,588,45,145,25,5,2,68,6,0,68,30,1949
bakerdu01,0,2039,7117,964,1981,320,23,242,1013,137,73,762,926,1986
bakerfl01,0,874,2280,285,573,76,13,1,196,23,25,382,165,1955
bakerfr01,1,1575,5984,887,1838,315,103,96,987,235,28,473,182,1922
bakerki01,0,65,166,19,35,1,2,0,10,2,0,22,13,1899
balbost01,0,960,3120,351,714,127,11,181,495,1,2,273,856,1993
baldsja01,0,457,78,5,7,1,0,0,3,1,0,5,41,1970
balleja01,0,94,14,0,1,0,0,0,0,0,0,0,7,1992
bancrda01,1,1913,7182,1048,2004,320,77,32,591,145,75,827,487,1930
bandosa01,0,2019,7060,982,1790,289,38,242,1039,75,46,1031,923,1981
bankhsc01,0,267,9,0,2,0,0,0,0,0,0,0,7,1995
bankser01,1,2528,9421,1305,2583,407,90,512,1636,50,53,763,1236,1971
bankswi01,0,184,68,5,12,2,0,0,1,0,1,2,23,2002
bannial01,0,972,3007,430,811,143,28,19,288,108,37,292,318,1985
bannifl01,0,431,80,6,14,1,0,0,1,0,0,2,26,1992
barbest01,0,466,563,24,65,5,2,5,27,0,1,38,320,1974
barfije01,0,1428,4759,715,1219,216,30,241,716,66,47,551,1234,1992
bargecy01,0,193,428,33,97,8,5,0,31,3,0,16,55,1915
barkele01,0,248,63,3,3,1,0,0,1,0,1,6,31,1987
barneje01,0,435,913,71,195,11,5,1,69,2,4,24,72,1927
barnero01,0,499,2392,698,859,144,44,6,350,73,25,114,65,1881
barnesk01,0,353,614,95,159,30,4,14,83,20,18,41,74,1994
barnevi01,0,205,371,20,40,0,0,0,9,0,2,7,119,1928
barnibi01,0,83,321,32,55,5,2,0,22,2,2,5,16,1886
barrebi02,0,718,2395,318,690,151,30,23,328,80,50,209,239,1930
barredi01,0,141,222,22,40,4,1,0,15,0,0,17,23,1945
barrefr01,0,104,54,3,9,1,0,0,2,0,0,2,18,1950
barreji01,0,866,3306,580,962,83,47,16,255,143,0,440,0,1908
barrema02,0,941,3378,418,938,163,9,18,314,57,21,304,209,1991
barrere01,0,253,398,17,54,11,0,0,29,0,0,5,83,1949
barrji01,0,481,513,28,83,15,2,1,31,2,0,15,129,1983
barryja01,0,1223,4146,532,1009,142,38,10,429,153,18,396,142,1919
barrysh01,0,1100,4014,516,1073,128,47,10,391,140,0,279,0,1908
bartedi01,0,2016,7629,1130,2165,442,71,79,710,109,3,748,627,1946
bartobo01,0,393,1049,54,237,31,3,9,66,3,6,87,168,1974
basske01,0,1571,4839,609,1308,248,40,118,611,151,73,357,668,1995
bassljo01,0,811,2319,250,704,99,16,1,318,13,8,437,81,1927
batemjo01,0,1017,3330,250,765,123,18,81,375,10,10,172,610,1972
batteea01,0,1141,3586,393,969,150,17,104,449,13,12,421,470,1967
battijo01,0,480,1953,228,439,51,25,3,143,26,5,40,36,1890
battsma01,0,546,1605,163,432,95,11,26,220,6,4,143,163,1956
bauerha01,0,1544,5145,833,1424,229,57,164,703,50,33,521,638,1961
bauerru01,0,129,207,13,50,4,2,0,13,0,0,8,41,1950
baumafr01,0,246,225,16,49,8,2,2,24,1,1,26,90,1965
baumeji01,0,18,34,2,7,1,1,0,2,0,0,2,10,1961
baumgst01,0,154,158,16,30,5,1,0,9,0,0,13,31,1926
baumhfr01,0,1019,3477,450,1010,165,51,25,272,30,20,258,258,1957
bautijo01,0,314,50,2,5,0,0,0,1,0,0,1,17,1997
baylodo01,0,2292,8198,1236,2135,366,28,338,1276,285,120,805,1069,1988
baynebi01,0,199,214,24,62,8,2,1,13,0,2,10,42,1930
bealsto01,0,123,539,109,131,15,16,0,66,4,1,8,11,1880
beardda01,0,172,0,0,0,0,0,0,0,0,0,0,0,1989
beardte01,0,194,474,80,94,11,6,6,35,16,2,78,107,1958
beaucji01,0,393,661,79,153,18,4,14,90,6,5,54,150,1973
beaumgi01,0,1463,5660,955,1759,182,82,39,617,254,0,425,14,1910
beckbo01,0,266,327,17,61,14,0,0,20,0,0,4,46,1945
beckegl01,0,1320,5208,685,1473,196,31,22,360,49,25,260,243,1975
becklja01,1,2386,9526,1600,2930,473,243,86,1575,315,0,616,270,1907
bedrost01,0,732,153,3,15,0,0,0,2,0,0,3,58,1995
beebefr01,0,205,457,24,72,7,6,0,30,1,0,8,22,1916
beggsjo01,0,238,198,14,33,3,0,0,11,0,0,8,48,1948
belanma01,0,2016,5784,676,1316,175,33,20,389,167,75,576,839,1982
belchti01,0,394,388,19,48,9,0,2,25,0,1,2,147,2000
belinst01,0,586,25,1,4,1,0,0,3,0,0,2,13,2000
bellbu01,0,2405,8995,1151,2514,425,56,201,1106,55,79,836,776,1989
bellde01,0,1210,4578,642,1262,232,15,134,668,170,51,377,955,2001
belleal01,0,1539,5853,974,1726,389,21,381,1239,88,41,683,961,2000
bellga01,0,521,569,46,105,13,2,1,41,1,0,25,152,1969
bellge02,0,1587,6123,814,1702,308,34,265,1002,67,36,331,771,1993
bellgu01,0,1741,6478,865,1823,311,66,206,942,30,31,470,636,1964
bellhi01,0,221,178,15,17,0,0,0,3,0,0,15,67,1934
bellira01,0,1154,2301,217,508,55,14,2,142,43,17,136,384,1998
benchjo01,1,2158,7658,1091,2048,381,24,389,1376,68,43,891,1278,1983
bendech01,1,507,1147,102,243,40,10,6,116,20,0,75,48,1925
benedbr01,0,982,2878,214,696,98,6,18,260,12,20,328,251,1989
benesan01,0,405,741,48,106,21,0,8,50,0,0,34,307,2002
bengera01,0,353,659,45,124,12,0,0,38,0,0,13,69,1938
bengobe01,0,411,1125,83,287,46,12,0,108,2,9,62,45,1932
beniqju01,0,1500,4651,610,1274,190,30,79,476,104,76,349,551,1988
benjami01,0,817,1926,227,442,109,15,24,169,44,14,106,429,2002
bennech01,0,1062,3821,549,978,203,67,55,533,42,0,478,572,1893
bensove01,0,55,104,17,21,5,1,3,12,0,0,13,22,1953
bentlja01,0,287,584,58,170,30,8,7,71,0,0,21,39,1927
bentoal01,0,455,512,22,50,7,0,0,14,0,0,7,200,1952
bentola01,0,462,738,54,122,12,2,2,42,1,0,30,181,1935
bentoru01,0,437,825,45,142,19,4,1,60,4,1,22,188,1925
berarjo01,0,912,3028,334,755,167,23,36,387,27,29,284,268,1952
berenju01,0,490,24,0,2,0,0,0,0,0,0,2,9,1992
bergebi01,0,947,3028,138,516,45,21,2,193,23,0,88,81,1911
bergewa01,0,1350,5163,809,1550,299,59,242,898,36,0,435,694,1940
bergmda01,0,1349,2679,312,690,100,16,54,289,19,14,380,347,1992
bergmo01,0,663,1813,150,441,71,6,6,206,11,5,78,117,1939
berlyja01,0,65,60,3,10,0,0,0,5,0,0,1,18,1933
bernato01,0,1071,3700,523,970,177,30,75,391,113,55,428,606,1991
berrada01,0,853,2553,236,603,109,9,49,278,32,17,210,422,1987
berrayo01,1,2120,7555,1175,2150,321,49,358,1430,30,26,704,414,1965
berrera01,0,561,1330,96,287,37,3,3,78,4,0,76,134,1945
berroge01,0,779,2506,379,692,113,9,101,382,19,16,276,510,2000
berrych02,0,709,2018,196,539,88,29,23,256,13,5,160,196,1938
berrycl01,0,245,753,72,165,31,10,3,65,14,0,60,92,1915
berryda01,0,683,2030,175,488,106,6,47,257,3,6,139,409,1997
berryke01,0,1384,4136,422,1053,150,23,58,343,45,46,298,569,1975
berryse01,0,860,2413,310,657,153,10,81,369,47,24,206,438,2000
bertore01,0,612,1745,204,425,60,10,27,171,16,15,142,252,1962
beschbo01,0,1228,4536,749,1171,190,74,28,345,428,31,619,451,1918
bettsha01,0,2,4,0,0,0,0,0,0,0,0,0,0,1913
bettshu01,0,311,437,29,86,5,0,0,19,0,0,25,63,1935
bevacku01,0,970,2117,214,499,90,11,27,275,12,20,221,329,1985
bevanha01,0,15,24,2,7,0,0,1,5,2,0,0,3,1961
bibbyji01,0,341,209,15,31,6,0,5,17,0,0,13,88,1984
bicheda01,0,1704,6381,934,1906,401,27,274,1141,152,73,355,1078,2001
bielemi01,0,348,282,11,22,0,0,0,13,1,0,14,144,1997
bierblo01,0,1383,5706,819,1521,208,95,33,835,206,0,268,129,1898
bigbeca01,0,1147,4192,629,1205,139,75,17,324,182,68,344,161,1926
biggicr01,1,2850,10876,1844,3060,668,55,291,1175,414,124,1160,1753,2007
biittla01,0,1217,3151,310,861,144,20,29,354,10,12,236,287,1983
bilarda01,0,382,949,79,194,39,1,18,91,4,4,65,170,1992
bilkost01,0,600,1738,220,432,85,13,76,276,2,4,234,395,1962
billija01,0,476,559,21,62,8,0,0,23,0,0,27,206,1980
billijo01,0,243,488,44,106,12,5,0,29,5,0,23,73,1923
birddo01,0,432,82,1,11,1,0,0,3,0,0,2,35,1983
birkbmi01,0,54,8,1,2,0,0,0,0,0,0,1,1,1995
bishoma01,0,1338,4494,966,1216,236,35,41,379,43,50,1153,452,1935
blackbu02,0,400,179,6,26,4,0,0,12,0,0,4,49,1995
blackda01,0,44,56,5,9,0,0,0,2,0,0,4,11,1923
blackew01,0,237,443,31,77,12,1,1,22,0,0,12,73,1955
blackle01,0,550,1807,173,387,39,23,4,139,54,26,162,151,1929
blackti01,0,426,1044,91,238,40,11,6,80,3,3,154,183,1983
bladera01,0,767,2415,467,726,133,51,50,340,33,22,331,310,1932
blaehge01,0,338,626,43,89,19,1,3,41,2,0,46,208,1936
blairpa01,0,1947,6042,776,1513,282,55,134,620,171,93,449,877,1980
blairwi01,0,418,148,6,11,1,0,0,5,0,0,6,89,2001
blakesh01,0,310,558,46,118,5,1,0,30,0,1,14,91,1937
blancjo01,0,516,1193,137,285,36,2,67,200,2,0,136,163,1965
blasido01,0,1444,5296,731,1366,178,62,21,308,105,60,552,462,1966
blasiwa01,0,227,265,18,44,12,0,3,20,0,0,30,94,1972
blassst01,0,295,546,42,94,7,3,1,37,0,0,11,140,1974
blausje01,0,1407,4522,691,1187,217,33,122,513,65,41,569,937,1999
blombro01,0,461,1333,184,391,67,8,52,224,6,7,140,134,1978
bloodji01,0,1002,3519,347,874,160,20,62,451,19,22,202,407,1951
blowemi01,0,761,2300,290,591,116,8,78,365,7,8,248,610,1999
bluegos01,0,1867,6440,883,1751,276,67,43,848,140,87,723,515,1939
bluelu01,0,1615,5904,1151,1696,319,109,44,695,151,85,1092,436,1933
bluevi01,0,508,512,37,53,9,0,4,15,0,2,49,271,1986
blylebe01,1,699,451,19,59,7,0,0,25,0,0,5,193,1992
boccajo01,0,551,1462,117,320,56,5,26,148,3,7,96,246,1974
bochtbr01,0,1538,5233,643,1478,250,21,100,658,43,41,653,662,1986
bochybr01,0,358,802,75,192,37,2,26,93,1,2,67,177,1987
boddimi01,0,347,0,2,0,0,0,0,0,0,0,0,0,1993
bodiepi01,0,1050,3670,393,1011,169,72,43,516,83,26,312,240,1921
boehlge01,0,63,60,9,14,4,1,0,6,1,0,5,12,1926
boevejo01,0,516,17,0,2,0,0,0,0,0,0,0,4,1996
boggsto01,0,114,148,7,25,1,0,1,8,0,0,1,37,1985
boggswa01,1,2440,9180,1513,3010,578,61,118,1014,24,35,1412,745,1999
bohanbr01,0,309,231,16,53,11,1,3,30,0,0,10,69,2001
bohnesa01,0,663,2315,309,605,87,45,16,228,75,59,193,154,1926
bolaned01,0,57,136,11,35,5,1,0,23,2,0,4,14,1944
bolgeji01,0,312,612,65,140,14,6,6,48,3,4,32,83,1959
bolinbo01,0,496,423,39,69,9,1,6,35,1,0,35,166,1973
bollifr01,0,1540,5562,692,1415,221,40,106,556,40,38,462,558,1966
boltocl01,0,335,962,113,280,49,18,6,143,3,3,110,50,1941
bondsbo01,0,1849,7043,1258,1886,302,66,332,1024,461,169,914,1757,1981
bondto01,0,488,1975,213,471,53,11,0,174,5,1,22,63,1884
bonesri01,0,379,20,3,2,0,0,0,3,0,0,3,6,2001
bonhabi01,0,307,471,37,81,15,1,0,24,0,0,13,125,1980
bonhati01,0,231,522,34,84,9,0,0,26,1,0,31,89,1949
bonilbo01,0,2113,7213,1084,2010,408,61,287,1173,45,57,912,1204,2001
bonneba01,0,976,3068,363,833,143,24,56,355,64,39,229,387,1986
bonnefr01,0,246,949,115,244,44,8,4,115,28,0,55,22,1903
boonebo01,0,2264,7245,679,1838,303,26,105,826,38,50,663,608,1990
booneda02,0,61,10,0,3,1,0,0,0,0,0,0,0,1990
booneik01,0,356,1160,177,372,79,11,26,194,3,7,138,67,1932
boonera01,0,1373,4589,645,1260,162,46,151,737,21,19,608,463,1960
borbope01,0,593,156,14,32,2,0,0,7,1,0,1,44,1980
bordafr01,0,930,2632,410,745,120,28,14,270,66,2,173,186,1945
borowha01,0,316,571,43,99,22,6,0,48,0,0,28,138,1951
bosioch01,0,310,0,0,0,0,0,0,0,0,0,0,0,1996
bosleth01,0,784,1581,183,430,50,12,20,158,47,24,143,275,1990
bosmadi01,0,308,329,14,41,5,0,0,14,0,0,19,124,1976
bostoda01,0,1058,2629,378,655,131,22,83,278,98,50,237,469,1994
bosweke01,0,930,2517,266,625,91,19,31,244,27,17,240,239,1977
botteke01,0,292,191,13,31,3,0,0,10,1,0,2,66,2001
bottoji01,1,1991,7471,1177,2313,465,151,219,1422,58,15,664,591,1937
boudrlo01,1,1646,6029,861,1779,385,66,68,789,51,50,796,309,1952
boutoji01,0,307,347,8,35,3,0,0,21,0,0,14,160,1978
bowala01,0,2247,8418,987,2191,262,99,15,525,318,105,474,569,1985
bowerfr01,0,1045,3401,343,852,102,38,13,392,81,0,129,0,1909
bowmajo01,0,430,639,62,141,24,8,2,75,3,0,46,90,1945
boydbo01,0,693,1936,253,567,81,23,19,175,9,17,167,114,1961
boydoi01,0,214,95,2,6,0,0,0,2,0,0,3,39,1991
boyercl02,0,1725,5780,645,1396,200,33,162,654,41,28,470,931,1971
boyerke01,0,2034,7455,1104,2143,318,68,282,1141,105,77,713,1017,1969
boyleja01,0,1086,4222,668,1067,137,54,23,569,125,0,328,234,1898
bradfbu01,0,697,1605,224,363,50,8,52,175,36,24,184,411,1976
bradlbi01,0,1461,5430,754,1471,275,84,33,552,181,0,290,18,1915
bradlge01,0,567,2258,272,518,64,38,3,172,5,3,40,150,1888
bradyne01,0,24,31,4,7,0,1,0,2,0,0,1,10,1925
bradyst01,0,490,2030,313,529,50,20,4,114,22,2,94,15,1886
brancra01,0,322,464,35,66,6,1,2,31,0,0,36,160,1956
branded01,0,404,793,80,187,21,4,0,59,1,0,55,83,1938
brandja01,0,1221,3895,540,1020,175,37,112,485,45,30,351,574,1967
bransje01,0,694,1555,173,383,72,11,34,156,9,5,122,312,2001
branski01,0,1330,4999,529,1351,225,75,13,637,175,0,221,41,1911
brantje01,0,615,68,5,8,1,0,0,5,0,0,2,23,2001
braunst01,0,1425,3650,466,989,155,19,52,388,45,27,579,433,1985
braxtga01,0,282,257,15,40,5,0,0,14,0,0,21,77,1933
brazlal01,0,445,453,37,80,5,1,0,31,0,0,2,40,1954
breamsi01,0,1088,3108,351,819,191,12,90,455,50,40,353,450,1994
breazji01,0,89,179,20,40,5,0,9,33,0,1,16,25,1978
brechha01,0,321,673,48,129,13,5,2,44,0,0,45,121,1953
breitte01,0,447,1347,174,291,27,15,4,126,30,0,150,102,1901
bresnro01,1,1446,4481,682,1252,218,71,26,530,212,3,714,99,1915
bressed01,0,1186,3672,443,925,184,40,94,365,9,13,359,723,1967
bressru01,0,1305,3881,544,1170,164,87,32,586,47,21,449,246,1932
brettge01,1,2707,10349,1583,3154,665,137,317,1595,201,97,1096,908,1993
brettke01,0,386,347,39,91,18,1,10,44,0,0,14,67,1981
breweji01,0,586,140,2,21,2,0,0,9,1,0,10,52,1976
bridgro01,0,919,2272,245,562,80,11,16,187,10,15,205,229,1961
bridgto01,0,424,1003,83,181,27,8,0,72,0,0,74,271,1946
bridwal01,0,1252,4169,457,1064,95,32,2,348,136,0,557,98,1915
briggbu01,0,106,324,19,48,2,3,1,17,1,0,19,14,1905
briggjo02,0,1366,4117,601,1041,170,43,139,507,64,49,663,785,1975
brilene01,0,452,469,29,72,9,2,3,29,0,0,21,171,1978
brillji01,0,86,86,3,6,0,0,1,4,0,0,2,36,1931
brinked01,0,1846,6045,550,1355,201,38,60,461,30,35,444,845,1975
brockgr01,0,1013,3202,420,794,141,6,110,462,41,18,434,469,1991
brocklo01,1,2616,10332,1610,3023,486,141,149,900,938,307,761,1730,1979
brodist01,0,1437,5699,886,1726,191,89,25,900,289,0,420,148,1902
brognri01,0,848,2958,379,795,176,13,106,458,32,16,227,655,2001
bronkhe01,0,122,360,40,87,14,5,1,24,3,2,33,34,1922
brookhu01,0,1645,5974,656,1608,290,31,149,824,64,56,387,1005,1994
brookto01,0,1336,3865,477,950,175,40,71,431,86,60,281,605,1990
brosisc01,0,1146,3889,544,1001,200,8,141,531,57,30,348,699,2001
brosnji01,0,385,177,10,27,10,1,1,9,0,0,7,54,1963
broutda01,1,1673,6711,1523,2296,460,205,106,1296,256,0,840,238,1904
browncl01,0,437,457,42,91,17,3,2,46,1,0,45,55,1942
brownga01,0,1051,2262,330,582,78,19,84,322,30,8,242,275,1975
brownge01,0,1102,4300,614,1176,119,55,18,303,190,0,259,1,1912
brownha01,0,410,484,43,82,16,2,2,30,0,1,34,108,1964
brownje01,0,982,3190,431,866,135,25,23,288,73,45,393,325,1995
brownji03,0,890,3512,465,980,146,42,9,319,39,0,231,110,1946
brownju01,0,249,157,13,32,5,1,0,11,0,0,8,40,1941
brownla01,0,1129,3449,331,803,108,13,47,254,22,23,317,414,1974
brownll01,0,404,552,54,106,21,9,4,59,1,1,38,140,1940
brownma01,0,387,313,24,43,7,0,0,18,0,0,12,64,1946
brownmo01,1,493,1143,93,235,20,11,2,74,8,0,44,75,1916
brownol02,0,1221,3642,404,964,144,11,102,454,30,27,314,616,1977
brownpe01,0,1183,4820,954,1646,295,85,46,659,258,0,466,167,1894
brownto01,0,1786,7363,1521,1951,239,138,64,736,657,0,748,708,1898
brownto02,0,494,1280,151,309,39,7,31,159,7,4,85,142,1953
brownto05,0,324,621,42,95,14,1,2,32,5,2,25,200,1995
brubabi01,0,479,1564,208,413,85,10,22,225,13,0,151,239,1943
brunato01,0,1800,6289,804,1543,306,33,271,919,69,70,770,1187,1994
brunege01,0,324,418,23,37,5,0,3,12,0,2,15,220,1971
brutobi01,0,1610,6056,937,1651,241,102,94,545,207,89,482,793,1964
bucheji01,0,554,1792,242,474,66,19,17,193,19,6,91,113,1945
buckega01,0,108,204,19,47,11,1,5,23,0,2,9,36,1928
bucknbi01,0,2517,9397,1077,2715,498,49,174,1208,183,73,450,453,1990
buechst01,0,1334,4266,501,1046,183,21,137,547,17,28,408,842,1995
buffich01,0,586,2214,245,543,67,16,7,255,14,0,91,114,1892
bufordo01,0,1286,4553,718,1203,157,44,93,418,200,105,672,575,1972
buhlbo01,0,457,857,31,76,2,0,0,26,2,2,38,389,1967
buhneja01,0,1472,5013,798,1273,233,19,310,965,6,24,792,1406,2001
bumbral01,0,1496,5053,778,1422,220,52,54,402,254,92,471,709,1985
bunniji01,1,601,1275,82,213,21,4,7,75,0,2,34,362,1971
burdabo01,0,388,634,53,142,21,0,13,78,2,1,70,65,1972
burdele01,0,666,1011,101,185,27,4,12,75,2,0,32,271,1967
burdoja01,0,1187,4915,777,1230,164,50,18,503,59,13,140,328,1891
burgesm01,0,1691,4471,485,1318,230,33,126,673,13,14,477,270,1967
burgmto01,0,782,66,20,14,2,0,0,0,1,0,3,20,1984
burkebo01,0,260,278,24,54,7,2,0,21,0,0,11,42,1937
burkeje01,1,2066,8421,1720,2850,320,182,75,952,389,0,1029,230,1905
burleri01,0,1346,5139,656,1401,256,23,50,449,72,68,420,477,1987
burnsge01,0,1853,7241,1188,2077,362,108,41,611,383,139,872,565,1925
burnsge02,0,1866,6573,901,2018,444,72,72,951,154,63,363,433,1929
burnsoy01,0,1187,4637,869,1389,224,129,65,832,263,0,464,182,1895
burnsto01,0,1251,4920,722,1299,236,69,39,683,162,0,270,454,1892
burrira01,0,490,502,30,76,11,3,1,27,0,3,31,160,1987
burroje01,0,1689,5536,720,1443,230,20,240,882,16,22,831,1135,1985
burrudi01,0,560,1760,206,513,87,12,11,211,18,12,138,95,1928
busbyji01,0,1352,4250,541,1113,162,35,48,438,97,48,310,439,1962
bushdo01,0,1946,7210,1280,1804,186,74,9,436,404,75,1158,346,1923
bushgu01,0,544,888,57,143,12,2,0,52,3,0,50,162,1945
bushjo01,0,581,1239,128,313,59,17,7,137,4,4,53,192,1928
bushodo01,0,672,2397,287,514,58,13,2,184,39,0,124,97,1890
bushra01,0,1219,3045,388,763,154,26,96,409,33,29,348,505,1993
butchma01,0,342,598,43,110,14,0,1,37,0,0,16,92,1945
butlebr01,0,2213,8180,1359,2375,277,131,54,578,558,257,1129,907,1997
